Month Year,Month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Mariana Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Jan-20,Jan,79332,4706,33224,19126,96567,42133,15695,4482,666,110019,52557,229,1182,16541,612411,80283,22600,15578,367301,23686,7400,26,13961,18235,47110,56561,20420,43596,9499,7021,11074,10856,8313,13095,32390,53819,4866,55784,31908,31752,88224,1911,2701,30365,7002,53382,129176,80856,3052,149,68420,49714,17974,38349,4984
Feb-20,Feb,75336,5466,37100,21445,95430,40549,16851,4321,551,116238,54250,245,1264,18476,620067,85107,20889,17535,398247,24696,7966,15,15005,18525,47557,61603,24788,48705,10448,6616,13069,10549,8548,15076,31863,52252,5498,63156,34408,33430,93240,1819,2597,36085,7962,57867,142928,83113,3642,71,67257,48418,20942,41799,5500
Mar-20,Mar,92652,9939,82771,31651,164497,77305,23103,8123,692,192234,84601,271,1843,30989,645109,129016,24652,29816,235305,42015,14627,5,29414,23579,107492,96654,33583,76262,16885,11154,22236,22466,10922,24571,59787,83077,9136,114086,50194,59115,125013,862,6169,50953,11332,88458,274211,101382,7023,122,83675,75529,26346,77811,8847
Apr-20,Apr,70748,8560,59986,30575,122999,52249,12986,5701,552,128670,52299,222,1818,21747,632564,88276,26108,18994,205536,31559,11589,9,20963,7934,53914,75099,29581,58011,14690,7517,18621,14935,9072,13216,27035,67465,6803,68812,42054,44816,76134,97,3988,39327,8487,77829,197343,96612,5618,49,64835,57202,22429,55375,8566
Jan-19,Jan,44989,4582,29039,17258,98502,38491,16324,4119,360,97486,44839,181,1068,13634,331325,160140,16067,13767,308573,21945,6682,25,11976,19812,35884,53145,17416,36657,7695,6635,10920,9156,6892,11571,29388,46230,4459,49856,28793,28668,77420,2368,2093,23546,6803,58167,119902,25082,2417,127,37857,56051,15320,34545,4075
Feb-19,Feb,46203,5233,32776,20289,96970,40467,15040,3682,364,101991,48900,178,1032,16965,190886,71892,15181,15224,328572,24345,6794,19,12190,18604,39073,50984,21681,42502,8224,5759,11643,10213,7030,14727,28043,49154,4420,57518,32166,28726,84567,2406,2105,29811,6992,62785,135931,27648,3172,120,41532,47674,18810,34612,4842
Mar-19,Mar,51923,7136,37340,22246,123056,46915,18362,4985,417,114001,56804,195,1129,18314,376018,98597,20108,17353,379268,25970,8766,18,15083,20670,51698,75386,23090,51487,11143,6878,13856,11684,8410,16850,35004,53896,5990,70826,35704,35949,105892,2554,2640,33312,8174,66433,141056,82398,4054,140,48527,61812,21859,47671,5880
Apr-19,Apr,41146,6505,30222,15812,114466,39433,15726,3807,409,93693,40952,150,1212,16004,405464,106096,15144,11933,381411,19650,7375,15,12537,17738,40570,72720,15894,35825,9419,5267,10524,9389,8173,12483,31154,42651,5135,53819,26528,30299,79853,2427,2175,24607,6581,48624,106112,77263,3236,114,35052,53377,15583,38561,4821
May-19,May,43908,6376,28950,15317,111816,36814,14737,3694,417,88204,37444,163,1105,17565,381771,292587,12850,11538,332076,19274,6552,17,10904,18007,35352,56564,15190,34114,8603,4495,9769,8193,7693,11856,26731,38637,4312,43850,24627,26970,72244,2653,1813,24977,5792,44913,107763,77058,2659,91,30515,53125,13173,30307,4793
Jun-19,Jun,42898,5557,26746,13956,115987,34773,14041,3204,305,85730,34910,181,857,17541,373166,273660,10933,10622,369622,17509,5809,18,9839,16256,32369,45667,13809,32674,8276,4411,9248,8018,7208,11056,23636,34768,3914,42122,23701,25185,66423,2946,1609,23186,5566,44802,101762,69438,2269,109,33543,83436,12841,28507,4447
Jul-19,Jul,51757,5298,26325,13684,89532,33812,13362,2873,375,84024,34787,200,1045,19637,439458,61139,11507,10662,319270,17385,5437,13,9891,15272,31607,42454,13918,31627,8110,4044,8635,7439,7049,11128,22471,36694,3794,39206,22754,24493,66052,2317,1561,21886,5323,43647,91183,76002,2183,75,32513,37439,12289,25170,4469
Aug-19,Aug,69377,6796,33851,18303,99146,38755,13326,3547,386,107318,45508,248,1025,16411,491715,74022,11760,13227,315348,23780,7686,9,11823,19189,39967,53571,21951,42413,9931,5396,10782,9617,7721,13906,26227,44438,5228,50963,29350,29328,83346,2486,1895,27354,6971,46533,133647,74699,2936,149,41457,40144,16501,35146,4754
Sep-19,Sep,56872,6106,29307,16285,95540,35333,12365,3356,610,89815,39794,209,969,15818,483162,72951,12081,11473,286064,23463,8510,16,11386,16991,40925,54733,16974,36924,10091,5065,9285,8940,7372,11850,32332,38305,5455,44767,25203,28008,77630,1878,1842,23280,6932,40468,121718,73084,2991,117,37059,38130,17740,36278,5176
Oct-19,Oct,63254,8281,28833,19303,96252,37564,12574,3982,933,97214,43417,217,1102,19392,478329,77713,16605,13324,303650,24893,9912,16,13720,18059,44078,62920,19167,44498,11496,5807,10464,9754,7327,12265,33982,42903,5886,50834,28794,30395,86066,2189,2050,26707,8783,45015,121299,76361,3348,150,40490,42984,18239,39395,5067
Nov-19,Nov,77657,7213,31352,23192,92765,39682,13789,4258,595,107274,48604,181,923,17385,450084,80002,20819,17643,391747,28692,8297,13,14459,16649,51439,55511,26494,51008,10295,6208,10424,9538,7955,13508,33832,48107,5738,65092,40823,32305,92011,2273,2149,31593,8510,58890,140598,76354,3094,242,57662,40764,20851,43909,5411
Dec-19,Dec,100100,7840,38171,25699,106600,47496,13289,4920,755,128789,63154,294,1199,20609,548192,81766,19747,20244,405291,35358,8806,10,15005,15069,49209,58701,32804,58129,12540,8271,12762,10232,8427,15629,32574,54582,6058,69642,41600,37374,96382,2138,2406,37962,8999,75036,166241,87883,3484,110,76559,52234,22990,41584,7556
Jan-18,Jan,38477,4429,28627,17483,119910,41989,13775,3684,283,98243,45591,135,1185,15060,170007,83769,19745,13782,402376,20744,5850,10,12564,16120,35895,50478,16642,35204,7448,6645,9952,8758,8010,11783,26079,43439,4388,52079,23460,27037,78428,2022,1882,22311,6556,55251,123042,21187,2268,137,35206,51432,15102,36791,3971
Feb-18,Feb,45171,5392,36281,24266,107649,47221,15617,4651,217,119561,57838,146,1074,20359,185288,81904,17387,18016,417418,26449,7816,20,13245,16463,44706,49636,25182,49381,9983,7585,12407,11486,8459,15891,31129,53082,5116,73240,31763,32397,98075,2076,2646,28968,8086,66667,155942,22632,3870,41,47385,53915,23344,43777,5057
Mar-18,Mar,50610,7800,41551,24492,136228,61839,18091,6298,381,137997,67791,146,1420,24342,271714,121376,21697,18772,421247,31519,10684,25,17841,22326,59589,72268,27387,58076,13402,9048,14322,14184,10195,18357,37050,61950,6803,91247,35317,41616,123031,2072,3528,29427,10135,71458,161200,33649,6177,195,55765,66587,40701,56482,6476
Apr-18,Apr,34915,7367,31658,18240,121478,47462,15269,4988,321,102426,43671,155,1393,16974,238774,78367,17457,13184,409485,22491,8745,22,14105,17983,44190,64410,17470,38859,9795,6643,11470,11372,8958,12859,33326,47770,5793,65456,25345,32494,91401,2224,2332,19286,7040,53166,114704,29213,5081,133,37720,51693,22379,41542,5065
May-18,May,33193,7548,28285,17667,104498,41583,14409,3674,289,95481,39528,156,1187,18243,233963,78143,13766,11062,395487,20265,6847,13,11990,18574,35563,47533,15999,31607,8952,5165,10327,9875,8037,11432,25621,43211,4539,51734,21697,28305,75296,2616,1887,17103,5720,50613,111159,31638,2818,136,32135,46008,17108,28841,4820
Jun-18,Jun,32572,6330,28041,18809,99683,38395,14440,3211,259,88991,35963,146,1170,15401,225006,74423,10904,11501,411606,22339,6156,17,10333,15930,33308,38204,15858,32616,8746,4418,9442,8511,7413,11259,23921,37350,4124,47756,22471,26685,71106,2522,1685,18597,5779,47938,108008,29176,2725,116,32496,44090,14127,26403,4362
Jul-18,Jul,32572,5714,26359,19399,94672,37788,13650,2840,246,82909,34244,145,1057,14478,198971,60457,10329,11364,393583,20229,5968,15,10020,14275,32443,36279,14206,30157,7794,4220,8903,8029,6857,10485,22405,35244,3791,45689,19932,23171,66391,2268,1472,17434,5385,48261,122071,22301,2313,138,32931,41040,13136,26598,4118
Aug-18,Aug,37227,6818,34149,20502,103019,40922,14338,2914,329,89711,40046,133,1129,14312,242864,60712,14306,12690,411800,24273,6951,13,11281,17975,36381,41548,20545,37674,9309,4456,9350,9005,7216,12038,27145,39800,4700,50289,24190,25648,74944,2816,1733,27280,7156,52483,134727,22634,2781,59,34578,44867,15366,32732,4445
Sep-18,Sep,32706,5699,30667,17072,91975,35347,12754,2843,203,78804,36097,120,975,15566,228695,51787,13861,11429,409385,25058,7926,8,10237,16320,34781,43339,17683,35005,9770,4763,8486,9009,6138,11160,29374,29572,5226,45698,22160,26644,70420,2490,1621,20159,7305,46134,121366,18221,3590,99,33627,42874,15411,33194,4988
Oct-18,Oct,37123,7768,25560,19762,101623,37586,14477,3418,203,82628,40579,180,1204,16855,237224,59386,15518,13063,413568,24412,9299,14,11919,17969,40370,54993,18379,41162,10772,6358,8971,9364,6718,11295,32273,39478,6188,51806,27641,27591,80946,2760,1914,21279,9023,54302,112356,19215,3234,143,35497,48505,17523,37142,4740
Nov-18,Nov,45345,6645,30385,24475,106380,44094,14751,4178,290,105975,49784,191,1188,15793,296910,69171,17001,17477,422343,32383,7769,12,13684,19392,47460,48884,26230,50096,10113,7306,10787,10049,7339,14338,33969,47992,5861,69894,37716,31878,93168,3014,2134,27082,9456,71786,141813,21266,2964,117,46478,65316,22695,45446,5442
Dec-18,Dec,54383,7251,36275,26272,110017,50544,16119,5024,223,120419,58400,205,1106,19937,302031,76653,17188,19707,404143,37030,9349,10,14251,17968,45271,56506,31697,56347,11523,7870,13017,11247,7784,15956,36322,51028,5805,72587,40599,36216,98737,2395,2196,31823,9052,76042,165244,24726,3729,122,52942,70974,24786,43572,6666
Jan-17,Jan,41542,4500,31366,16762,130365,37047,15073,4299,81,104576,44615,205,866,11146,138008,80412,15707,15049,345924,27709,6865,2,13368,19996,39067,85322,17113,39098,7994,6205,10013,12067,9274,10966,31567,46548,4933,58574,24547,22210,85948,1332,2147,31829,7614,83613,117903,18314,2691,88,37369,46027,15772,46775,3705
Feb-17,Feb,46251,5917,37388,22548,129885,43577,15209,5066,93,117892,53177,132,1037,14936,139697,136193,15025,19211,313748,27684,7731,0,14852,18130,48382,62051,24043,50850,10386,7122,11765,12282,9601,15364,31910,51627,6193,74257,30840,29183,95585,1259,2354,41969,9754,69264,137470,24889,3594,106,47038,52154,22449,50720,4554
Mar-17,Mar,48769,6971,38170,23290,146592,45645,18787,5527,111,122716,57235,136,1090,16675,163728,79624,20026,17891,397959,29310,9632,11,15769,21059,54452,77749,24421,52928,12396,7337,14158,13529,10993,14963,35608,55574,6461,81153,30518,32423,110334,1560,2553,43113,9770,74655,144270,26941,4051,96,49368,58069,22529,58739,5315
Apr-17,Apr,32652,6983,32052,16452,132190,39989,16406,4296,104,103641,37829,147,888,15234,135507,63298,13017,15139,392685,22065,8115,13,13182,17866,41939,71484,16803,40019,10293,5745,10588,10792,9119,12748,33113,39992,6504,66800,27478,27936,85908,1387,2133,30218,7857,57852,109961,23177,3818,111,48631,47895,16988,45872,4269
May-17,May,33331,6442,28734,16749,129307,36008,16149,4012,82,96556,36905,157,1117,13065,121746,54347,10232,12337,391740,21311,7200,12,11660,16651,38548,55570,15680,34965,9418,5025,9803,8868,8694,11291,31294,39413,4654,56229,22693,26466,79725,1600,1883,31248,7004,57763,109732,23844,2577,79,36007,45816,15085,37888,4128
Jun-17,Jun,35687,6353,28359,16614,130187,36459,16504,3634,74,100508,39874,156,1083,20241,113889,49689,8352,13485,392002,23497,6474,12,10945,15841,37088,44775,17154,36752,9901,4265,10602,9184,7790,11398,27677,39169,4939,53164,24632,27103,76201,1631,1899,32995,6704,52959,118091,22138,2382,153,36838,46023,14498,36267,3975
Jul-17,Jul,31474,6487,25714,14015,114595,33811,14525,2981,68,92822,35085,145,1109,11871,108000,47145,8801,13775,390494,20454,5837,13,10088,12900,33378,41186,14388,32415,7890,4266,8310,8333,7034,10580,25576,34784,4136,49432,20738,23239,73654,1381,1646,26567,6068,52643,98338,17925,2275,151,36183,38369,13970,32846,3398
Aug-17,Aug,35038,6946,29376,17517,130901,37150,14019,3509,80,96664,38830,159,1079,13341,126921,47649,9416,13097,394718,24694,7751,27,11561,16258,39255,46613,21963,37449,9618,5209,9035,9313,7443,11690,28779,41122,4874,51103,24061,24904,79020,1490,1718,31663,6686,49945,110946,22010,2676,132,39114,42120,14770,40924,4111
Sep-17,Sep,32019,6303,28394,17747,123506,35873,12117,3502,61,77390,35371,135,948,14938,116449,48524,9975,12856,398706,27821,8715,16,11255,15460,36944,44552,17491,37571,10283,5345,9460,10689,7165,12491,30703,37325,5212,49942,23371,27277,77003,791,1799,25930,7457,50945,128260,20041,3084,9,36446,43049,16723,37506,4281
Oct-17,Oct,36619,8080,29277,20327,119395,40163,13201,3692,217,103032,43293,135,1235,15130,122798,55336,14012,15018,401155,27436,10328,9,13651,16842,44262,55012,19080,43987,11673,6543,10198,10371,7852,13543,32615,43211,6209,56960,25822,27786,87064,1306,2103,28996,9244,55531,129869,19619,3463,68,40293,48147,18256,43183,4370
Nov-17,Nov,47418,7527,34541,26049,140695,51473,14334,4577,365,123397,54950,127,1171,15772,150588,75879,17182,20460,404508,35485,8578,21,16266,17548,54350,48087,28188,56129,11107,8303,12064,11627,9433,16110,37306,51839,6334,76732,38406,34103,104479,2307,2173,34132,9908,74800,163358,24359,3240,86,53142,53072,24455,48683,5665
Dec-17,Dec,56545,8330,41559,29559,142492,59800,15455,5544,204,137355,64491,181,1119,19750,163756,92261,19236,23133,417841,41735,9364,23,16062,17941,45578,51143,35528,62810,12979,8953,13626,12035,9341,18635,36347,57209,6528,78726,41245,38537,107730,2767,2269,38260,10507,87983,181236,27220,3759,131,60398,58937,27273,47120,6940
Jan-16,Jan,73218,6085,31910,20437,220912,48214,31712,4886,82,125935,62707,176,1383,13197,189400,230892,26714,19443,302383,32192,8844,3,13321,20208,56723,50842,21330,61257,10722,11116,12291,16887,8683,12577,34071,51646,5877,76218,34889,26378,102170,1133,2617,31396,10220,62789,164088,19968,3451,100,44181,58050,18985,39561,5676
Feb-16,Feb,77411,6779,35307,27506,214844,47302,32110,5173,95,132010,66777,141,1424,15520,169908,221556,23728,19817,266913,32939,9868,1,14735,17835,61421,50144,28656,67682,12644,8576,14342,14577,9811,16662,34195,58096,5799,90222,37589,28869,104116,1088,2392,39376,10732,68503,192417,22999,4173,115,47955,56043,27216,42855,5703
Mar-16,Mar,55486,6982,35795,24390,201041,46430,35332,4986,85,119207,55396,188,1469,13824,175762,151821,23526,16593,321318,26552,9429,1,14546,20450,59827,56311,21727,64449,11967,8315,13550,14498,11138,13999,34781,53581,6281,85267,29112,27093,105145,1188,2516,38503,9178,51955,152465,30548,3861,90,42741,126000,22143,44925,5302
Apr-16,Apr,41239,6867,32005,19048,171256,41636,32657,4316,69,104114,41265,160,1453,10638,154306,126579,15435,13227,306214,23719,8567,0,13007,17505,48163,57100,17182,49098,10728,6280,11803,12630,10465,12421,31789,43592,6039,71881,26489,23132,88140,1185,2125,30929,8275,57837,126292,30706,3220,85,36219,65565,17825,38403,5029
May-16,May,36157,5991,28671,16422,166035,36512,29247,4355,110,94732,33740,194,1316,8658,119574,119897,12578,10559,321666,20462,6572,1,11176,15449,37823,42135,15159,40752,9551,4956,10105,10869,9770,10847,26336,38727,4620,58406,21379,21266,70244,1202,1648,24923,6403,44044,104134,24045,2247,112,30787,41282,14918,27431,4504
Jun-16,Jun,44976,7406,32540,18779,173846,41134,33475,4987,72,125567,42626,164,1754,12947,164500,94326,12209,12364,360293,26278,7858,1,11647,17743,39580,47916,17507,45384,10610,5777,11771,12661,10806,12560,28472,44535,6568,60366,26167,25502,80806,1298,2302,30209,7519,56218,120263,28189,2688,106,37593,50487,16423,30747,4812
Jul-16,Jul,48927,6793,34496,19378,190218,43094,29755,4494,60,125208,49183,173,1565,12154,168227,88340,11937,14140,363085,41063,7702,1,12228,20480,40142,43368,21907,46637,9869,5429,11785,13068,10074,12219,29513,44123,5470,63148,25946,24813,86137,1331,2368,32730,7406,57653,127207,17608,2674,105,43574,47887,16791,38922,4585
Aug-16,Aug,42455,7194,33422,21692,176770,40996,27353,4169,62,114446,44370,170,1305,11635,185912,79202,12518,13770,29746,30716,8204,3,12510,18138,41493,51700,26351,44182,10672,6405,10520,12039,9728,12341,30808,46518,5461,62418,25927,22911,86652,1370,2090,31389,7873,60971,124608,21178,2724,90,38667,46645,17315,53689,5295
Sep-16,Sep,41336,6867,33390,18826,159077,40013,14955,4160,52,102843,41621,189,1247,12611,127535,63820,12094,14051,298753,33656,10550,1,12161,17481,41363,58507,19705,41437,11479,6099,10434,13329,9309,11867,33599,46452,5883,58828,25309,26487,86424,1383,2052,28988,9284,48546,126694,19914,3130,75,38779,48147,18079,59639,5086
Oct-16,Oct,43251,9383,34134,22709,180968,45337,16048,5757,61,111657,48308,220,1277,14160,169348,72085,14908,17656,378973,32820,12954,1,14405,19500,49099,70854,21433,50651,13411,7834,12026,15045,10175,13089,37907,49372,7283,71864,28578,28948,103095,1429,2448,31780,12670,56652,144467,23339,3769,66,46862,57746,20035,63442,5228
Nov-16,Nov,50477,8514,39722,26901,224039,54418,17223,5791,56,134638,58723,176,1347,13965,161604,92535,18540,22646,330444,39979,10506,4,17647,21581,56137,62666,29113,57501,12074,9086,14476,15256,11317,15116,43009,59658,6494,88928,40123,33555,118378,1590,2658,39711,11622,74722,157519,26928,3503,76,58362,56963,25378,65277,5814
Dec-16,Dec,62014,8786,44887,29926,298161,55428,17825,6356,71,144983,68269,172,1141,17034,137994,95672,18090,22282,397059,51493,10528,0,17984,19842,47834,60056,36091,63289,12610,8790,14889,14305,10577,17518,40292,65145,6261,88178,43082,35754,111913,1664,2542,43044,10739,74884,181572,29485,3977,67,62649,59181,27242,56928,6560
Jan-15,Jan,51119,5348,24620,18184,113292,33007,24791,4133,61,87895,43248,164,1188,9858,96712,67533,12562,15166,320778,24516,5423,1,9311,13112,33596,37824,17119,47271,8234,6241,9482,9834,7144,10614,26506,43199,5512,47676,28606,19429,73321,1225,1722,23923,6709,57536,115315,19394,2373,79,36685,38018,17624,24587,4413
Feb-15,Feb,62220,6731,30563,24042,113789,37520,24291,4137,53,103809,57432,147,1193,12820,86317,84043,16457,18262,198493,33759,6166,5,9092,11039,38502,40699,23970,55680,11027,6715,11626,9085,7229,13832,25920,48473,5512,59899,34307,24213,81379,1282,1777,31543,9065,53761,140229,20627,3220,113,40786,43129,24248,32541,5539
Mar-15,Mar,57152,7223,28402,20397,199833,37740,30302,4610,68,93683,48200,161,1344,12234,96770,83305,14948,16337,281518,26788,7438,2,10656,16296,43233,51987,18635,52566,10863,6796,11192,11780,8529,13587,29889,45196,6517,62389,29926,23895,92329,1377,1953,26546,8923,40064,129368,23422,3115,96,39427,43542,25804,37433,5459
Apr-15,Apr,46971,7030,24762,17135,114686,34688,26677,3665,51,81456,35901,146,1329,10686,118541,67791,11113,14044,253890,21000,6608,2,10464,14211,36840,44682,14292,42187,9473,5325,9830,10849,7594,11299,26818,37520,5225,59965,26152,20563,74820,1168,1710,22801,6951,44972,106032,20361,3081,115,31657,38008,18739,31164,4697
May-15,May,45128,6168,24503,16258,119574,33062,24571,3683,53,77601,32956,148,1145,9975,76538,64608,7597,12249,271614,20941,5860,1,8105,11907,32961,37779,13803,37565,9364,4500,9959,10564,6704,11021,21977,32357,4683,49428,23210,19292,62676,1477,1543,20254,6436,40597,111012,18544,2172,118,28447,33943,15288,24362,4612
Jun-15,Jun,45952,5830,22999,15372,112704,31777,24605,3332,49,79101,34674,184,1213,9373,80431,62755,7359,10463,242027,21042,6151,2,8826,11383,30723,33553,13111,37010,8529,4369,9186,9881,7007,9969,22717,33889,4481,49297,21793,17765,64122,1499,1512,20763,5645,42558,106461,20684,2135,104,27904,32783,14695,22715,4388
Jul-15,Jul,56762,6029,23779,17694,140365,31280,22195,3275,64,83877,39608,186,1157,8675,95297,52154,8356,12248,220018,23822,6549,1,8595,11898,32153,31732,16575,37539,8713,4596,8829,9404,6588,10404,21821,37651,4593,49952,23594,18003,65250,1342,1461,25017,5914,57873,106013,17259,2219,159,32419,34177,15607,24350,4371
Aug-15,Aug,62770,6976,25003,21087,125122,36156,21514,3459,67,87429,40519,147,1175,9792,94314,66212,8592,13366,286463,30880,7283,1,8606,12792,33600,39036,18376,40259,10130,5418,8818,10185,6537,11179,23978,39565,5148,51999,26376,19393,69162,1357,1477,25047,7369,49128,122233,19717,2466,100,32147,36031,16720,28396,4839
Sep-15,Sep,56228,6195,25464,21834,125441,34229,21775,3360,41,85246,41685,181,1270,11078,94476,83928,9865,12731,262693,39053,8648,1,8912,12092,48331,43688,23398,40511,11302,5433,9821,10094,6056,11570,28204,42348,5619,53928,25154,21650,70156,1300,1566,24395,7949,52313,122503,22343,2681,134,34030,40441,17801,30630,4968
Oct-15,Oct,61156,9941,26501,23409,163211,37785,23918,4052,76,94518,45420,213,1380,11986,95886,100220,10725,14469,276162,33300,11245,1,11832,13947,43822,50060,20862,49890,12988,6880,9456,11664,7315,12381,33282,46020,7547,62456,28582,25405,82552,1288,1944,26030,10920,51134,126327,19046,3259,100,38959,45061,21388,36111,5166
Nov-15,Nov,71137,7095,27087,25048,180116,42271,26438,5040,64,103532,50795,171,1252,11925,129861,130333,13794,18433,295891,37752,9297,0,13463,15885,50278,44023,27504,55031,10415,8299,10632,12850,8313,12721,36421,49217,6288,81616,35457,25453,103836,1242,2101,32064,9727,63670,146982,21772,3136,109,48010,43989,25063,38541,5017
Dec-15,Dec,120914,11055,47759,36886,252946,64547,36673,7670,95,168935,96508,218,1644,18544,182255,214035,25941,28091,308824,59760,14076,1,17832,22723,76882,64181,44727,89366,16667,14768,18649,20626,11018,19335,48515,76441,8304,119897,56119,41065,153826,1335,3363,48614,14660,100586,241791,31645,4731,115,72526,73158,36037,52450,8870
Jan-14,Jan,52138,4951,24458,17158,100054,33328,28542,2486,52,82342,36627,173,1337,8532,121288,38520,13003,14248,258471,22584,5673,0,21715,17908,29623,34528,14902,36903,8273,6115,9387,9884,7954,10183,25551,41804,5594,40864,26608,19504,69963,1400,1646,22356,6101,45597,130524,21908,2138,131,31647,40612,15350,23568,4359
Feb-14,Feb,63947,6353,29657,24599,111341,36936,29640,3207,28,100876,50459,158,1222,11822,115903,51976,13167,17798,259837,28120,7101,1,18999,16662,35449,40503,21805,48674,10352,6384,11879,10204,7762,13859,27317,224667,6472,59527,33901,23197,76916,1386,1897,28440,7897,55684,147793,21548,3132,108,42073,44399,23569,31698,5677
Mar-14,Mar,57656,7271,28307,20173,137660,38547,36553,3534,48,104835,45841,205,1333,14322,145597,52880,13686,16410,280948,25477,7591,0,17071,20176,42636,50582,17334,46051,11045,6437,11769,12519,9726,13550,33819,541978,6329,59244,30087,24346,93402,1431,2208,28436,7538,43344,130310,22924,3305,108,40700,45491,20942,37199,5699
Apr-14,Apr,46332,8305,25939,16546,134448,34615,20715,2822,36,94323,36533,209,1597,10422,105924,42399,10404,13161,274155,19656,6890,2,10548,16097,36618,46067,13044,38283,10056,5240,9819,11592,8472,10620,43433,59495,6330,48767,26310,19475,74553,1221,1667,21621,6054,36861,101103,29587,3114,103,31037,46446,16702,32375,5508
